Date,Country,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-04-11,Romania,Maramureș County,-63,-33,-25,-50,-39,10
2020-04-11,Romania,Mureș County,-67,-33,-48,-54,-31,12
2020-04-11,Romania,Neamț County,-64,-27,-44,-50,-32,11
2020-04-11,Romania,Olt County,-56,-17,-39,-40,-21,8
2020-04-11,Romania,Prahova,-70,-30,-65,-63,-31,12
2020-04-11,Romania,Satu Mare County,-65,-27,-16,-48,-37,12
2020-04-11,Romania,Sibiu,-68,-34,-57,-61,-35,11
2020-04-11,Romania,Suceava County,-71,-43,-36,-66,-37,13
2020-04-11,Romania,Teleorman County,-46,-15,-1,-37,-17,8
2020-04-11,Romania,Timiș County,-67,-29,-55,-62,-38,14
2020-04-11,Romania,Vâlcea County,-63,-20,-43,-51,-27,10
2020-04-11,Romania,Vaslui County,-59,-28,-7,-52,-27,9
2020-04-11,Romania,Vrancea County,-63,-26,-16,-55,-26,9
2020-04-11,Rwanda,Total,-62,-56,-14,-72,-37,25
2020-04-11,Saudi Arabia,Total,-72,-36,-68,-83,-49,25
2020-04-11,Saudi Arabia,Al Jowf,-43,-18,-36,-62,-21,14
2020-04-11,Saudi Arabia,Al Madinah Province,-75,-47,-72,-89,-53,27
2020-04-11,Saudi Arabia,Al Qassim,-51,-24,-56,-71,-27,19
2020-04-11,Saudi Arabia,Aseer Province,-46,-16,-46,-75,-24,18
2020-04-11,Saudi Arabia,Eastern Province,-72,-36,-60,-82,-45,25
2020-04-11,Saudi Arabia,Hail Province,-41,-15,-53,-70,-25,14
2020-04-11,Saudi Arabia,Jazan,-51,-25,-60,-52,-21,16
2020-04-11,Saudi Arabia,Makkah Province,-78,-43,-80,-85,-57,27
2020-04-11,Saudi Arabia,Riyadh Province,-76,-36,-71,-88,-56,27
2020-04-11,Saudi Arabia,Tabuk Province,-69,-36,-57,-37,-43,22
2020-04-11,Sweden,Total,-41,-15,84,-36,-24,6
2020-04-11,Sweden,Dalarna County,-56,-25,65,-25,-25,5
2020-04-11,Sweden,Gavleborg County,-44,-19,82,-26,-23,5
2020-04-11,Sweden,Jonkoping County,-38,-15,101,-24,-25,5
2020-04-11,Sweden,Stockholm County,-42,-17,44,-45,-27,7
2020-04-11,Sweden,Uppsala County,-45,-13,103,-39,-22,6
2020-04-11,Sweden,Varmland County,-49,-17,1,-19,-19,5
2020-04-11,Sweden,Västerbotten County,-53,-25,188,-37,-29,2
2020-04-11,Sweden,Västra Götaland County,-45,-16,67,-41,-24,7
2020-04-11,Singapore,Total,-61,-21,-51,-66,-51,32
2020-04-11,Slovenia,Total,-76,-39,-34,-47,-46,15
2020-04-11,Slovenia,Ljubljana,-76,-33,-38,-49,-44,15
2020-04-11,Slovakia,Total,-79,-12,-4,-56,-39,12
2020-04-11,Slovakia,Banská Bystrica Region,-84,-15,9,-49,-34,10
2020-04-11,Slovakia,Bratislava Region,-79,-5,20,-59,-40,14
2020-04-11,Slovakia,Košice Region,-77,-12,56,-54,-38,12
2020-04-11,Slovakia,Nitra Region,-78,-16,27,-48,-36,12
2020-04-11,Slovakia,Prešov Region,-85,-24,-65,-73,-42,12
2020-04-11,Slovakia,Trenčín Region,-78,-10,4,-54,-39,11
2020-04-11,Slovakia,Trnava Region,-77,-10,64,-66,-40,13
2020-04-11,Slovakia,Žilina Region,-82,-14,-29,-58,-41,11
2020-04-11,Senegal,Total,-43,-30,-31,-49,-22,15
2020-04-11,El Salvador,Total,-84,-66,-76,-80,-72,33
2020-04-11,Togo,Total,-37,-24,-20,-47,-16,18
2020-04-11,Thailand,Total,-51,-21,-57,-63,-22,17
2020-04-11,Tajikistan,Total,-9,-8,-14,-15,15,0
2020-04-11,Turkey,Total,-92,-83,-81,-90,-78,34
2020-04-11,Trinidad and Tobago,Total,-70,-32,-63,-77,-53,22
2020-04-11,Taiwan,Total,-18,0,-20,-32,4,6
2020-04-11,Tanzania,Total,-23,-6,-15,-16,-17,7
2020-04-11,Uganda,Total,-68,-51,-20,-70,-49,30
2020-04-11,United States,Total,-45,-7,-16,-49,-38,14
2020-04-11,United States,Alabama,-39,3,11,-35,-29,10
2020-04-11,United States,Alaska,-41,-4,36,-52,-32,10
2020-04-11,United States,Arizona,-43,-14,-42,-45,-36,14
2020-04-11,United States,Arkansas,-35,1,1,-34,-26,10
2020-04-11,United States,California,-48,-14,-46,-53,-40,18
2020-04-11,United States,Colorado,-46,-11,-2,-53,-40,14
2020-04-11,United States,Connecticut,-44,-9,76,-54,-40,15
2020-04-11,United States,Delaware,-41,-16,26,-48,-37,14
2020-04-11,United States,District of Columbia,-69,-28,-65,-69,-48,17
2020-04-11,United States,Florida,-49,-20,-54,-65,-40,15
2020-04-11,United States,Georgia,-40,-5,3,-53,-36,13
2020-04-11,United States,Hawaii,-55,-29,-66,-74,-47,18
2020-04-11,United States,Idaho,-40,0,12,-35,-34,11
2020-04-11,United States,Illinois,-46,-1,10,-46,-38,14
2020-04-11,United States,Indiana,-40,-2,70,-29,-36,12
2020-04-11,United States,Iowa,-44,7,40,-28,-28,12
2020-04-11,United States,Kansas,-41,-3,97,-23,-31,11
2020-04-11,United States,Kentucky,-39,3,60,-36,-33,10
2020-04-11,United States,Louisiana,-45,-2,-35,-54,-36,14
2020-04-11,United States,Maine,-43,-2,-16,-55,-33,10
2020-04-11,United States,Maryland,-43,-14,24,-49,-39,15
2020-04-11,United States,Massachusetts,-49,-12,33,-64,-44,16
2020-04-11,United States,Michigan,-58,-15,59,-51,-45,16
2020-04-11,United States,Minnesota,-44,-2,50,-51,-36,14
2020-04-11,United States,Mississippi,-35,1,-12,-38,-32,11
2020-04-11,United States,Missouri,-44,1,16,-36,-32,12
2020-04-11,United States,Montana,-55,-11,-51,-46,-39,15
2020-04-11,United States,Nebraska,-39,4,52,-21,-29,11
2020-04-11,United States,Nevada,-45,-13,-43,-55,-53,16
2020-04-11,United States,New Hampshire,-42,-7,4,-51,-37,13
2020-04-11,United States,New Jersey,-61,-3,-12,-65,-47,18
2020-04-11,United States,New Mexico,-46,-10,-22,-36,-36,14
2020-04-11,United States,New York,-62,-4,-12,-65,-48,18
2020-04-11,United States,North Carolina,-40,-5,20,-49,-35,11
2020-04-11,United States,North Dakota,-48,1,-18,-43,-28,15
2020-04-11,United States,Ohio,-41,-2,82,-28,-37,12
2020-04-11,United States,Oklahoma,-38,-1,-8,-27,-32,12
2020-04-11,United States,Oregon,-45,-7,16,-41,-36,12
2020-04-11,United States,Pennsylvania,-47,-12,19,-50,-40,15
2020-04-11,United States,Rhode Island,-45,-4,45,-57,-40,15
2020-04-11,United States,South Carolina,-41,-2,-24,-45,-34,11
2020-04-11,United States,South Dakota,-47,1,-16,-42,-31,15
2020-04-11,United States,Tennessee,-40,2,11,-36,-33,10
2020-04-11,United States,Texas,-45,-14,-54,-49,-38,16
2020-04-11,United States,Utah,-42,-4,28,-43,-34,12
2020-04-11,United States,Vermont,-54,-23,-4,-64,-44,15
2020-04-11,United States,Virginia,-40,-9,17,-49,-36,13
2020-04-11,United States,Washington,-47,-10,3,-50,-41,14
2020-04-11,United States,West Virginia,-38,-5,12,-39,-31,10
2020-04-11,United States,Wisconsin,-47,-2,67,-34,-33,13
2020-04-11,United States,Wyoming,-41,-2,-25,-15,-30,12
2020-04-11,Uruguay,Total,-68,-29,-75,-63,-43,20
2020-04-11,Uruguay,Canelones Department,-65,-34,-75,-66,-41,20
2020-04-11,Uruguay,Colonia Department,-73,-34,-82,-82,-40,22
2020-04-11,Uruguay,Maldonado Department,-86,-57,-91,-82,-59,24
2020-04-11,Uruguay,Montevideo Department,-65,-19,-65,-51,-45,22
2020-04-11,Uruguay,Salto Department,-56,-16,-66,-67,-32,17
2020-04-11,Venezuela,Total,-66,-46,-60,-65,-40,20
2020-04-11,Vietnam,Total,-59,-33,-43,-58,-29,21
2020-04-11,Yemen,Total,-9,-1,-8,-12,-6,6
2020-04-11,South Africa,Total,-75,-46,-58,-78,-56,27
2020-04-11,South Africa,Eastern Cape,-80,-49,-39,-79,-53,24
2020-04-11,South Africa,Free State,-77,-44,-52,-69,-47,23
2020-04-11,South Africa,Gauteng,-74,-45,-65,-79,-58,27
2020-04-11,South Africa,KwaZulu-Natal,-77,-49,-46,-81,-56,27
2020-04-11,South Africa,Limpopo,-70,-53,-23,-67,-49,25
2020-04-11,South Africa,Mpumalanga,-71,-40,-34,-61,-45,24
2020-04-11,South Africa,North West,-74,-46,-47,-62,-49,25
2020-04-11,South Africa,Western Cape,-80,-50,-85,-83,-62,28
2020-04-11,Zambia,Total,-26,-16,-4,-28,-16,13
2020-04-11,Zimbabwe,Total,-69,-56,-48,-81,-58,36
